,name,accuracy,class,game_desc,effect_chance,generation,machines,crit_rate,type,power,pp,priority
407,power-gem,100,special,"The user attacks with a ray of light that
sparkles as if it were made of gemstones.",Inflicts regular damage.,4,0,0,rock,80,20,0
408,drain-punch,100,physical,"An energy-draining punch. The user’s
HP is restored by half the damage taken
by the target.",Inflicts regular damage.  Drains half the damage inflicted to heal the user.,4,tm60,0,fighting,75,10,0
409,vacuum-wave,100,special,"The user whirls its fists to send a wave
of pure vacuum at the target.
This move always goes first.",Inflicts regular damage.,4,NA,0,fighting,40,30,1
410,focus-blast,70,special,"The user heightens its mental focus and
unleashes its power.
This may also lower the target’s Sp. Def.",Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.,4,tm52,0,fighting,120,5,0
411,energy-ball,100,special,"The user draws power from nature and
fires it at the target.
This may also lower the target’s Sp. Def.",Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.,4,tm53,0,grass,90,10,0
412,brave-bird,100,physical,"The user tucks in its wings and charges
from a low altitude.
This also damages the user quite a lot.",Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.,4,0,0,flying,120,15,0
413,earth-power,100,special,"The user makes the ground under
the target erupt with power.
This may also lower the target’s Sp. Def.",Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.,4,0,0,ground,90,10,0
414,switcheroo,100,status,"The user trades held items with the target
faster than the eye can follow.","User and target permanently swap held items.  Works even if one of the Pokémon isn't holding anything.  If either Pokémon is holding mail, this move will fail.

If either Pokémon has multitype or sticky hold, this move will fail.

If this move results in a Pokémon obtaining choice band, choice scarf, or choice specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn.

Neither the user nor the target can recover its item with recycle.

This move cannot be selected by assist or metronome.",4,NA,0,dark,NA,10,0
415,giga-impact,90,physical,"The user charges at the target using
every bit of its power.
The user can’t move on the next turn.","Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",4,tm68,0,normal,150,5,0
416,nasty-plot,NA,status,"The user stimulates its brain by thinking
bad thoughts.
This sharply raises the user’s Sp. Atk.",Raises the user's Special Attack by two stages.,4,0,0,dark,NA,20,0
417,bullet-punch,100,physical,"The user strikes the target
with tough punches as fast as bullets.
This move always goes first.",Inflicts regular damage.,4,NA,0,steel,40,30,1
418,avalanche,100,physical,"An attack move that inflicts double the
damage if the user has been hurt by the
target in the same turn.","Inflicts regular damage.  If the target damaged the user this turn and was the last to do so, this move has double power.

pain split does not count as damaging the user.",4,tm72,0,ice,60,10,-4
419,ice-shard,100,physical,"The user flash-freezes chunks of
ice and hurls them at the target.
This move always goes first.",Inflicts regular damage.,4,NA,0,ice,40,30,1
420,shadow-claw,100,physical,"The user slashes with a sharp claw made
from shadows.
Critical hits land more easily.",Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,4,tm65,1,ghost,70,15,0
421,thunder-fang,95,physical,"The user bites with electrified fangs.
This may also make the target flinch or
leave it with paralysis.",Inflicts regular damage.  Has a 10% chance to paralyze the target and a separate 10% chance to make the target flinch.,4,0,0,electric,65,15,0
422,ice-fang,95,physical,"The user bites with cold-infused fangs.
This may also make the target flinch or
leave it frozen.",Inflicts regular damage.  Has a 10% chance to freeze the target and a separate 10% chance to make the target flinch.,4,0,0,ice,65,15,0
423,fire-fang,95,physical,"The user bites with flame-cloaked fangs.
This may also make the target flinch or leave
it with a burn.",Inflicts regular damage.  Has a 10% chance to burn the target and a separate 10% chance to make the target flinch.,4,0,0,fire,65,15,0
424,shadow-sneak,100,physical,"The user extends its shadow and attacks
the target from behind.
This move always goes first.",Inflicts regular damage.,4,NA,0,ghost,40,30,1
425,mud-bomb,85,special,"The user launches a hard-packed
mud ball to attack.
This may also lower the target’s accuracy.",Inflicts regular damage.  Has a 30% chance to lower the target's accuracy by one stage.,4,NA,0,ground,65,10,0
426,psycho-cut,100,physical,"The user tears at the target with blades
formed by psychic power.
Critical hits land more easily.",Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,4,0,1,psychic,70,20,0
427,zen-headbutt,90,physical,"The user focuses its willpower to its head
and attacks the target.
This may also make the target flinch.",Inflicts regular damage.  Has a 20% chance to make the target flinch.,4,0,0,psychic,80,15,0
428,mirror-shot,85,special,"The user lets loose a flash of energy at
the target from its polished body.
This may also lower the target’s accuracy.",Inflicts regular damage.  Has a 30% chance to lower the target's accuracy by one stage.,4,NA,0,steel,65,10,0
429,flash-cannon,100,special,"The user gathers all its light energy and
releases it at once. This may also lower the
target’s Sp. Def stat.",Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.,4,tm91,0,steel,80,10,0
430,rock-climb,85,physical,"The user attacks the target by smashing
into it with incredible force.
This may also confuse the target.",Inflicts regular damage.  Has a 20% chance to confuse the target.,4,hm08,0,normal,90,20,0
431,defog,NA,status,"A strong wind blows away the target’s
barriers such as Reflect or Light Screen.
This also lowers the target’s evasiveness.","Lowers the target's evasion by one stage.  Clears away fog.  Removes the effects of mist, light screen, reflect, safeguard, spikes, stealth rock, and toxic spikes from the target's side of the field.

If the target is protected by mist, it will prevent the evasion change, then be removed by this move.",4,hm05,0,flying,NA,15,0
432,trick-room,NA,status,"The user creates a bizarre area in which
slower Pokémon get to move first for
five turns.","For five turns (including this one), slower Pokémon will act before faster Pokémon.  Move priority is not affected.  Using this move when its effect is already active will end the effect.

Pokémon holding full incense, lagging tail, or quick claw and Pokémon with stall ignore this effect.",4,tm92,0,psychic,NA,5,-7
433,draco-meteor,90,special,"Comets are summoned down from the sky
onto the target. The attack’s recoil
harshly lowers the user’s Sp. Atk stat.","Inflicts regular damage, then lowers the user's Special Attack by two stages.",4,NA,0,dragon,130,5,0
434,discharge,100,special,"The user strikes everything around it
by letting loose a flare of electricity.
This may also cause paralysis.",Inflicts regular damage.  Has a 30% chance to paralyze the target.,4,NA,0,electric,80,15,0
435,lava-plume,100,special,"The user torches everything around it
with an inferno of scarlet flames.
This may also leave those hit with a burn.",Inflicts regular damage.  Has a 30% chance to burn the target.,4,NA,0,fire,80,15,0
436,leaf-storm,90,special,"The user whips up a storm of leaves around
the target. The attack’s recoil harshly
lowers the user’s Sp. Atk stat.","Inflicts regular damage, then lowers the user's Special Attack by two stages.",4,0,0,grass,130,5,0
437,power-whip,85,physical,"The user violently whirls its vines or
tentacles to harshly lash the target.",Inflicts regular damage.,4,0,0,grass,120,10,0
438,rock-wrecker,90,physical,"The user launches a huge boulder at the
target to attack.
The user can’t move on the next turn.","Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",4,NA,0,rock,150,5,0
439,cross-poison,100,physical,"A slashing attack with a poisonous blade
that may also poison the target.
Critical hits land more easily.",Inflicts regular damage.  User's critical hit rate is one level higher when using this move. Has a 10% chance to poison the target.,4,0,1,poison,70,20,0
440,gunk-shot,80,physical,"The user shoots filthy garbage
at the target to attack.
This may also poison the target.",Inflicts regular damage.  Has a 30% chance to poison the target.,4,0,0,poison,120,5,0
441,iron-head,100,physical,"The user slams the target
with its steel-hard head.
This may also make the target flinch.",Inflicts regular damage.  Has a 30% chance to make the target flinch.,4,0,0,steel,80,15,0
442,magnet-bomb,NA,physical,"The user launches steel bombs that
stick to the target.
This attack never misses.",Inflicts regular damage.  Ignores accuracy and evasion modifiers.,4,NA,0,steel,60,20,0
443,stone-edge,80,physical,"The user stabs the target with
sharpened stones from below.
Critical hits land more easily.",Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,4,tm71,1,rock,100,5,0
444,captivate,100,status,"If any opposing Pokémon is the opposite
gender of the user, it is charmed, which
harshly lowers its Sp. Atk stat.","Lowers the target's Special Attack by two stages.  If the user and target are the same gender, or either is genderless, this move will fail.",4,tm78,0,normal,NA,20,0
445,stealth-rock,NA,status,"The user lays a trap of levitating stones
around the opposing team. The trap hurts
opposing Pokémon that switch into battle.","Spreads sharp rocks around the opposing field, damaging any Pokémon that enters the field for 1/8 its max HP.  This damage is affected by the entering Pokémon's susceptibility to rock moves.

rapid spin removes this effect from its user's side of the field.",4,tm76,0,rock,NA,20,0
446,grass-knot,100,special,"The user snares the target with grass and
trips it. The heavier the target,
the greater the move’s power.","Inflicts regular damage.  Power increases with the target's weight in kilograms, to a maximum of 120.

Target's weight | Power
--------------- | ----:
Up to 10kg      |    20
Up to 25kg      |    40
Up to 50kg      |    60
Up to 100kg     |    80
Up to 200kg     |   100
Above 200kg     |   120
",4,tm86,0,grass,NA,20,0
447,chatter,100,special,"The user attacks the target with
sound waves of deafening chatter.
This confuses the target.","Inflicts regular damage.  Has either a 1%, 11%, or 31% chance to confuse the target, based on the volume of the recording made for this move; louder recordings increase the chance of confusion.  If the user is not a chatot, this move will not cause confusion.

This move cannot be copied by mimic, mirror move, or sketch, nor selected by assist, metronome, or sleep talk.",4,NA,0,flying,65,20,0
448,judgment,100,special,"The user releases countless shots of
light at the target. This move’s type varies
depending on the kind of Plate the user is holding.","Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",4,NA,0,normal,100,10,0
449,bug-bite,100,physical,"The user bites the target. If the target
is holding a Berry, the user eats it and
gains its effect.","Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.

If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.

If this move is super effective and the target is holding a berry that can reduce this move's damage, it will do so, and will not be stolen.",4,NA,0,bug,60,20,0
450,charge-beam,90,special,"The user attacks with an electric
charge. The user may use any remaining
electricity to raise its Sp. Atk stat.",Inflicts regular damage.  Has a 70% chance to raise the user's Special Attack by one stage.,4,tm57,0,electric,50,10,0
451,wood-hammer,100,physical,"The user slams its rugged body into the
target to attack. This also damages
the user quite a lot.",Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.,4,NA,0,grass,120,15,0
452,aqua-jet,100,physical,"The user lunges at the target at a speed
that makes it almost invisible.
This move always goes first.",Inflicts regular damage.,4,NA,0,water,40,20,1
453,attack-order,100,physical,"The user calls out its underlings to
pummel the target.
Critical hits land more easily.",Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,4,NA,1,bug,90,15,0
454,defend-order,NA,status,"The user calls out its underlings to
shield its body, raising its Defense
and Sp. Def stats.",Raises the user's Defense and Special Defense by one stage.,4,NA,0,bug,NA,10,0
455,heal-order,NA,status,"The user calls out its underlings to
heal it. The user regains up to half of its
max HP.",Heals the user for half its max HP.,4,NA,0,bug,NA,10,0
456,head-smash,80,physical,"The user attacks the target with a
hazardous, full-power headbutt.
This also damages the user terribly.",Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.,4,NA,0,rock,150,5,0
457,double-hit,90,physical,"The user slams the target with a long tail,
vines, or a tentacle.
The target is hit twice in a row.",Inflicts regular damage.  Hits twice in one turn.,4,NA,0,normal,35,10,0
458,roar-of-time,90,special,"The user blasts the target with power
that distorts even time.
The user can’t move on the next turn.","Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",4,NA,0,dragon,150,5,0
459,spacial-rend,95,special,"The user tears the target along with the
space around it.
Critical hits land more easily.",Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,4,NA,1,dragon,100,5,0
460,lunar-dance,NA,status,"The user faints. In return, the Pokémon
taking its place will have its status and
HP fully restored.","User faints.  Its replacement's HP and PP are fully restored, and any major status effect is removed.",4,NA,0,psychic,NA,10,0
461,crush-grip,100,physical,"The target is crushed with great force.
The more HP the target has left,
the greater this move’s power.","Inflicts regular damage.  Power directly relates to the target's relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.",4,NA,0,normal,NA,5,0
462,magma-storm,75,special,"The target becomes trapped
within a maelstrom of fire that rages
for four to five turns.","Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",4,NA,0,fire,100,5,0
463,dark-void,50,status,"Opposing Pokémon are dragged into
a world of total darkness that makes
them sleep.",Puts the target to sleep.,4,NA,0,dark,NA,10,0
464,seed-flare,85,special,"The user emits a shock wave from
its body to attack its target. This may
also harshly lower the target’s Sp. Def.",Inflicts regular damage.  Has a 40% chance to lower the target's Special Defense by two stages.,4,NA,0,grass,120,5,0
465,ominous-wind,100,special,"The user blasts the target with a gust of
repulsive wind. This may also raise all the
user’s stats at once.",Inflicts regular damage. Has a 10% chance to raise all of the user's stats one stage.,4,NA,0,ghost,60,5,0
466,shadow-force,100,physical,"The user disappears, then strikes the
target on the next turn.
This move hits even if the target protects itself.","Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.

This move ignores the effects of detect and protect.

This move cannot be selected by sleep talk.",4,NA,0,ghost,120,5,0
467,hone-claws,NA,status,"The user sharpens its claws to
boost its Attack stat and accuracy.",Raises the user's Attack and accuracy by one stage.,5,tm01,0,dark,NA,15,0
468,wide-guard,NA,status,"The user and its allies are protected from
wide-ranging attacks for one turn.","Moves with multiple targets will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.

This move cannot be selected by assist or metronome.",5,NA,0,rock,NA,10,3
469,guard-split,NA,status,"The user employs its psychic power to
average its Defense and Sp. Def stats
with those of the target.",Averages the user's unmodified Defense with the target's unmodified Defense; the value becomes the unmodified Defense for both Pokémon. Unmodified Special Defense is averaged the same way.,5,NA,0,psychic,NA,10,0
470,power-split,NA,status,"The user employs its psychic power to
average its Attack and Sp. Atk stats
with those of the target.","Averages the user's unmodified Attack with the target's unmodified Attack; the value becomes the unmodified Attack for both Pokémon. Unmodified Special Attack is averaged the same way.

This effect applies before any other persistent changes to unmodified Attack or Special Attack, such as flower gift during sunny day.",5,NA,0,psychic,NA,10,0
471,wonder-room,NA,status,"The user creates a bizarre area in which
Pokémon’s Defense and Sp. Def
stats are swapped for five turns.","For five turns (including this one), every Pokémon's Defense and Special Defense are swapped.",5,0,0,psychic,NA,10,0
472,psyshock,100,special,"The user materializes an odd
psychic wave to attack the target.
This attack does physical damage.","Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class.",5,tm03,0,psychic,80,10,0
473,venoshock,100,special,"The user drenches the target in a special
poisonous liquid. This move’s power is doubled
if the target is poisoned.","Inflicts regular damage.  If the target is poisoned, this move has double power.",5,tm09,0,poison,65,10,0
474,autotomize,NA,status,"The user sheds part of its body
to make itself lighter and sharply
raise its Speed stat.",Raises the user's Speed by two stages.  Halves the user's weight; this effect does not stack.,5,NA,0,steel,NA,15,0
475,rage-powder,NA,status,"The user scatters a cloud of irritating
powder to draw attention to itself.
Opponents aim only at the user.","Until the end of this turn, any moves that opposing Pokémon target solely at the user's ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.

This effect takes priority over lightning rod and storm drain.

If the user's ally switches out, opposing Pokémon may still hit it with pursuit.

This move cannot be selected by assist or metronome.",5,NA,0,bug,NA,20,2
476,telekinesis,NA,status,"The user makes the target float with its
psychic power. The target is easier to
hit for three turns.","For three turns (including this one), moves used against the target have 100% accuracy, but the target is immune to ground damage.  Accuracy of one-hit KO moves is exempt from this effect.

This effect is removed by gravity.  If Gravity is already in effect, this move will fail.",5,tm19,0,psychic,NA,15,0
477,magic-room,NA,status,"The user creates a bizarre area
in which Pokémon’s held items
lose their effects for five turns.","For five turns (including this one), passive effects of held items are ignored, and Pokémon will not use their held items.",5,0,0,psychic,NA,10,0
478,smack-down,100,physical,"The user throws a stone or similar projectile
to attack an opponent. A flying Pokémon
will fall to the ground when it’s hit.","Inflicts regular damage.  Removes the target's immunity to ground-type damage.  This effect removes any existing Ground immunity due to levitate, magnet rise, or telekinesis, and causes the target's flying type to be ignored when it takes Ground damage.

If the target isn't immune to Ground damage, this move will fail.

This move can hit Pokémon under the effect of bounce, fly, or sky drop, and ends the effect of Bounce or Fly.",5,tm23,0,rock,50,15,0
479,storm-throw,100,physical,"The user strikes the target with a fierce
blow. This attack always results in a
critical hit.",Inflicts regular damage.  Always scores a critical hit.,5,NA,6,fighting,60,10,0
480,flame-burst,100,special,"The user attacks the target with a
bursting flame. The bursting flame damages
Pokémon next to the target as well.","Inflicts regular damage.  If this move successfully hits the target, any Pokémon adjacent to the target are damaged for 1/16 their max HP.",5,NA,0,fire,70,15,0
481,sludge-wave,100,special,"The user strikes everything around it
by swamping the area with a giant sludge wave.
This may also poison those hit.",Inflicts regular damage.  Has a 10% chance to poison the target.,5,tm34,0,poison,95,10,0
482,quiver-dance,NA,status,"The user lightly performs a beautiful,
mystic dance. This boosts the user’s
Sp. Atk, Sp. Def, and Speed stats.","Raises the user's Special Attack, Special Defense, and Speed by one stage each.",5,NA,0,bug,NA,20,0
483,heavy-slam,100,physical,"The user slams into the target with its
heavy body. The more the user outweighs
the target, the greater the move’s power.","Inflicts regular damage.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.

User's weight                    | Power
-------------------------------- | ----:
Up to 2× the target's weight     |    40
Up to 3× the target's weight     |    60
Up to 4× the target's weight     |    80
Up to 5× the target's weight     |   100
More than 5× the target's weight |   120
",5,0,0,steel,NA,10,0
484,synchronoise,100,special,"Using an odd shock wave, the user
inflicts damage on any Pokémon of the same
type in the area around it.",Inflicts regular damage.  Only Pokémon that share a type with the user will take damage from this move.,5,NA,0,psychic,120,10,0
485,electro-ball,100,special,"The user hurls an electric orb
at the target. The faster the user is
than the target, the greater the move’s power.","Inflicts regular damage.  The greater the user's Speed compared to the target's, the higher power this move has, to a maximum of 150.

User's Speed                     | Power
-------------------------------- | ----:
Up to 2× the target's Speed      |    60
Up to 3× the target's Speed      |    80
Up to 4× the target's Speed      |   120
More than 4× the target's Speed  |   150
",5,0,0,electric,NA,10,0
486,soak,100,status,"The user shoots a torrent of water
at the target and changes
the target’s type to Water.","Changes the target to pure water-type until it leaves the field.  If the target has multitype, this move will fail.",5,NA,0,water,NA,20,0
487,flame-charge,100,physical,"Cloaking itself in flame, the user attacks.
Then, building up more power,
the user raises its Speed stat.",Inflicts regular damage.  Raises the user's Speed by one stage.,5,tm43,0,fire,50,20,0
488,coil,NA,status,"The user coils up and concentrates.
This raises its Attack and Defense stats
as well as its accuracy.","Raises the user's Attack, Defense, and accuracy by one stage each.",5,NA,0,poison,NA,20,0
489,low-sweep,100,physical,"The user makes a swift attack on the target’s legs,
which lowers the target’s Speed stat.",Lowers the target's Speed by one stage.,5,tm47,0,fighting,65,20,0
490,acid-spray,100,special,"The user spits fluid that works to melt
the target. This harshly lowers
the target’s Sp. Def stat.",Inflicts regular damage.  Lowers the target's Special Defense by two stages.,5,NA,0,poison,40,20,0
491,foul-play,100,physical,"The user turns the target’s power
against it. The higher the target’s Attack stat,
the greater the move’s power.",Inflicts regular damage.  Damage is calculated using the target's attacking stat rather than the user's.,5,tm21,0,dark,95,15,0
492,simple-beam,100,status,"The user’s mysterious psychic wave
changes the target’s Ability to Simple.",Changes the target's ability to simple.,5,NA,0,normal,NA,15,0
493,entrainment,100,status,"The user dances with an odd rhythm that
compels the target to mimic it, making the
target’s Ability the same as the user’s.",Changes the target's ability to match the user's.  This effect ends when the target leaves battle.,5,NA,0,normal,NA,15,0
494,after-you,NA,status,"The user helps the target and makes it
use its move right after the user.","The target will act next this turn, regardless of Speed or move priority.
If the target has already acted this turn, this move will fail.",5,NA,0,normal,NA,15,0
495,round,100,special,"The user attacks the target with a song.
Others can join in the Round and make
the attack do greater damage.","Inflicts regular damage.  If round has already been used this turn, this move's power is doubled.  After this move is used, any other Pokémon using it this turn will immediately do so (in the order they would otherwise act), regardless of Speed or priority.  Pokémon using other moves will then continue to act as usual.",5,tm48,0,normal,60,15,0
496,echoed-voice,100,special,"The user attacks the target with an
echoing voice. If this move is used
every turn, it does greater damage.","Inflicts regular damage.  If any friendly Pokémon used this move earlier this turn or on the previous turn, that use's power is added to this move's power, to a maximum of 200.",5,tm49,0,normal,40,15,0
497,chip-away,100,physical,"Looking for an opening, the user strikes
consistently. The target’s stat changes
don’t affect this attack’s damage.","Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion.",5,NA,0,normal,70,20,0
498,clear-smog,NA,special,"The user attacks by throwing a clump of
special mud. All stat changes are
returned to normal.",Inflicts regular damage.  All of the target's stat modifiers are reset to zero.,5,NA,0,poison,50,15,0
499,stored-power,100,special,"The user attacks the target with stored
power. The more the user’s stats are
raised, the greater the move’s power.","Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user's stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6, this move's power is 31×.",5,0,0,psychic,20,10,0
500,quick-guard,NA,status,"The user protects itself and its allies
from priority moves.","Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.

This move cannot be selected by assist or metronome.",5,NA,0,fighting,NA,15,3
501,ally-switch,NA,status,"The user teleports using a strange
power and switches places with one of
its allies.","User switches position on the field with the friendly Pokémon opposite it.  If the user is in the middle position in a triple battle, or there are no other friendly Pokémon, this move will fail.",5,tm51,0,psychic,NA,15,2
502,scald,100,special,"The user shoots boiling hot water at
its target. This may also leave the target
with a burn.",Inflicts regular damage.  Has a 30% chance to burn the target.,5,tm55,0,water,80,15,0
503,shell-smash,NA,status,"The user breaks its shell, which lowers
Defense and Sp. Def stats but sharply
raises its Attack, Sp. Atk, and Speed stats.","Raises the user's Attack, Special Attack, and Speed by two stages each.  Lowers the user's Defense and Special Defense by one stage each.",5,NA,0,normal,NA,15,0
504,heal-pulse,NA,status,"The user emits a healing pulse which
restores the target’s HP by up to
half of its max HP.",Heals the target for half its max HP.,5,NA,0,psychic,NA,10,0
505,hex,100,special,"This relentless attack does massive
damage to a target affected
by status conditions.","Inflicts regular damage.  If the target has a major status ailment, this move has double power.",5,0,0,ghost,65,10,0
506,sky-drop,100,physical,"The user takes the target into the sky,
then drops it during the next turn.
The target cannot attack while in the sky.","Inflicts regular damage.  User carries the target high into the air for one turn, during which no moves will hit either Pokémon and neither can act.  On the following turn, the user drops the target, inflicting damage and ending the effect.

If the target is flying-type, this move will function as normal but inflict no damage.

gust, hurricane, sky uppercut, smack down, thunder, twister, and whirlwind can hit both the user and the target during this effect.  gust and twister will additionally have double power.

The damage from hail and sandstorm still applies during this effect.

Either Pokémon may be hit during this effect if also under the effect of lock on, mind reader, or no guard.

This move cannot be used while gravity is in effect.

This move cannot be selected by sleep talk.

*Bug*: If gravity is used during a double or triple battle while this move is in effect, this move is not correctly canceled on the target, and it remains high in the air indefinitely.  As this move prevents the target from acting, the only way to subsequently remove it from the field is to faint it.",5,tm58,0,flying,60,10,0
507,shift-gear,NA,status,"The user rotates its gears, raising its
Attack and sharply raising its Speed.",Raises the user's Attack by one stage and its Speed by two stages.,5,NA,0,steel,NA,10,0
508,circle-throw,90,physical,"The target is thrown, and a different
Pokémon is dragged out. In the wild,
this ends a battle against a single Pokémon.","Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",5,NA,0,fighting,60,10,-6
509,incinerate,100,special,"The user attacks opposing Pokémon with fire.
If a Pokémon is holding a certain item, such as a
Berry, the item becomes burned up and unusable.","Inflicts regular damage.  If the target is holding a berry, it's destroyed and cannot be used in response to this move.",5,tm59,0,fire,60,15,0
510,quash,100,status,"The user suppresses the target and
makes its move go last.","Forces the target to act last this turn, regardless of Speed or move priority.  If the target has already acted this turn, this move will fail.",5,tm60,0,dark,NA,15,0
511,acrobatics,100,physical,"The user nimbly strikes the target.
If the user is not holding an item,
this attack inflicts massive damage.","Inflicts regular damage.  If the user has no held item, this move has double power.",5,tm62,0,flying,55,15,0
512,reflect-type,NA,status,"The user reflects the target’s type,
making it the same type as the target.",User's type changes to match the target's.,5,NA,0,normal,NA,15,0
513,retaliate,100,physical,"The user gets revenge for a fainted ally.
If an ally fainted in the previous turn,
this move becomes more powerful.","Inflicts regular damage.  If a friendly Pokémon fainted on the previous turn, this move has double power.",5,tm67,0,normal,70,5,0
514,final-gambit,100,special,"The user risks everything to attack its
target. The user faints but does damage
equal to its HP.",Inflicts damage equal to the user's remaining HP.  User faints.,5,NA,0,fighting,NA,5,0
515,bestow,NA,status,"The user passes its held item to the
target when the target isn’t holding
an item.","Transfers the user's held item to the target.  If the user has no held item, or the target already has a held item, this move will fail.",5,NA,0,normal,NA,15,0
516,inferno,50,special,"The user attacks by engulfing the target
in an intense fire. This leaves the target
with a burn.",Inflicts regular damage.  Has a 100% chance to burn the target.,5,NA,0,fire,100,5,0
517,water-pledge,100,special,"A column of water strikes the target. When
combined with its fire equivalent, the
damage increases and a rainbow appears.","Inflicts regular damage.  If a friendly Pokémon used grass pledge earlier this turn, all opposing Pokémon have halved Speed for four turns (including this one).",5,NA,0,water,80,10,0
518,fire-pledge,100,special,"A column of fire hits the target. When used with
its grass equivalent, its damage increases and
a vast sea of fire appears.","Inflicts regular damage.  If a friendly Pokémon used water pledge earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one).",5,NA,0,fire,80,10,0
519,grass-pledge,100,special,"A column of grass hits the target. When used with
its water equivalent, its damage increases and
a vast swamp appears.","Inflicts regular damage.  If a friendly Pokémon used fire pledge earlier this turn, all opposing Pokémon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one).",5,NA,0,grass,80,10,0
520,volt-switch,100,special,"After making its attack, the user
rushes back to switch places with
a party Pokémon in waiting.","Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user's trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.

The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.

This move may be used even if the user is under the effect of ingrain.  ingrain's effect will end.",5,tm72,0,electric,70,20,0
521,struggle-bug,100,special,"While resisting, the user attacks the
opposing Pokémon. This lowers the
Sp. Atk stat of those hit.",Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.,5,tm76,0,bug,50,20,0
522,bulldoze,100,physical,"The user strikes everything around it
by stomping down on the ground.
This lowers the Speed stat of those hit.",Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.,5,tm78,0,ground,60,20,0
523,frost-breath,90,special,"The user blows its cold breath on the
target. This attack always results in
a critical hit.",Inflicts regular damage.  Always scores a critical hit.,5,tm79,6,ice,60,10,0
524,dragon-tail,90,physical,"The target is knocked away, and a different
Pokémon is dragged out. In the wild,
this ends a battle against a single Pokémon.","Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",5,tm82,0,dragon,60,10,-6
525,work-up,NA,status,"The user is roused, and its Attack
and Sp. Atk stats increase.",Raises the user's Attack and Special Attack by one stage each.,5,tm83,0,normal,NA,30,0
526,electroweb,95,special,"The user attacks and captures opposing
Pokémon using an electric net.
This lowers their Speed stat.",Lowers the target's Speed by one stage.,5,0,0,electric,55,15,0
527,wild-charge,100,physical,"The user shrouds itself in electricity
and smashes into its target.
This also damages the user a little.",Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,5,tm93,0,electric,90,15,0
