,name,pokedex_id,attack,special-attack,defense,special-defense,speed,hp,type1,type2,list_of_moves,ability_name,height,weight,generation,evolutions
10,metapod,11,20,25,55,25,30,50,bug,bug,"[('string-shot', 'tutor'), ('harden', 'level-up'), ('iron-defense', 'machine'), ('bug-bite', 'tutor'), ('electroweb', 'machine')]",[],7,99,1,"[('caterpie', '', 0), ('metapod', 'level-up(7)', 1), ('butterfree', 'level-up(10)', 2)]"
11,butterfree,12,45,90,50,80,70,60,bug,flying,"[('razor-wind', 'machine'), ('gust', 'level-up'), ('whirlwind', 'machine'), ('headbutt', -1), ('tackle', 1), ('take-down', 'machine'), ('double-edge', 'tutor'), ('supersonic', 21), ('psybeam', 32), ('hyper-beam', 'machine'), ('mega-drain', 'machine'), ('solar-beam', 'machine'), ('poison-powder', 15), ('stun-spore', 16), ('sleep-powder', 17), ('string-shot', 'tutor'), ('toxic', 'machine'), ('confusion', 1), ('psychic', 'machine'), ('rage', 'machine'), ('teleport', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('harden', 1), ('reflect', 'machine'), ('bide', 'machine'), ('swift', 'machine'), ('dream-eater', 'machine'), ('flash', 'machine'), ('psywave', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('nightmare', 'machine'), ('snore', 'machine'), ('curse', 'machine'), ('protect', 'machine'), ('giga-drain', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('safeguard', 'machine'), ('baton-pass', 'machine'), ('sweet-scent', 'machine'), ('hidden-power', 'machine'), ('twister', 'tutor'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('facade', 'machine'), ('skill-swap', 'machine'), ('secret-power', 'machine'), ('air-cutter', 'tutor'), ('silver-wind', 'machine'), ('signal-beam', 'tutor'), ('aerial-ace', 'machine'), ('iron-defense', 'machine'), ('roost', 'machine'), ('natural-gift', 'machine'), ('tailwind', 'tutor'), ('u-turn', 'machine'), ('air-slash', 'machine'), ('bug-buzz', 'machine'), ('energy-ball', 'machine'), ('giga-impact', 'machine'), ('defog', 'tutor'), ('captivate', 'machine'), ('bug-bite', 'tutor'), ('ominous-wind', 'tutor'), ('venoshock', 'machine'), ('rage-powder', 34), ('quiver-dance', 46), ('round', 'machine'), ('acrobatics', 'machine'), ('struggle-bug', 'machine'), ('electroweb', 'machine'), ('hurricane', 'machine')]",[],11,320,1,"[('caterpie', '', 0), ('metapod', 'level-up(7)', 1), ('butterfree', 'level-up(10)', 2)]"
12,weedle,13,35,20,30,20,50,40,bug,poison,"[('poison-sting', 1), ('string-shot', 'tutor'), ('bug-bite', 'tutor'), ('electroweb', 'tutor')]",[],3,32,1,"[('weedle', '', 0), ('kakuna', 'level-up(7)', 1), ('beedrill', 'level-up(10)', 2)]"
13,kakuna,14,25,25,50,25,35,45,bug,poison,"[('string-shot', 'tutor'), ('harden', 'level-up'), ('iron-defense', 'tutor'), ('bug-bite', 'tutor'), ('electroweb', 'tutor')]",[],6,100,1,"[('weedle', '', 0), ('kakuna', 'level-up(7)', 1), ('beedrill', 'level-up(10)', 2)]"
14,beedrill,15,90,45,40,80,75,65,bug,poison,"[('swords-dance', 'machine'), ('cut', 'machine'), ('headbutt', -1), ('fury-attack', 1), ('take-down', 'machine'), ('double-edge', 'tutor'), ('twineedle', 'level-up'), ('pin-missile', 30), ('hyper-beam', 'machine'), ('peck', -1), ('mega-drain', 'machine'), ('solar-beam', 'machine'), ('string-shot', 'tutor'), ('toxic', 'machine'), ('agility', 35), ('rage', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('reflect', 'machine'), ('focus-energy', 16), ('bide', 'machine'), ('swift', 'tutor'), ('skull-bash', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('curse', 'machine'), ('protect', 'machine'), ('sludge-bomb', 'machine'), ('outrage', -1), ('giga-drain', 'tutor'), ('endure', 'machine'), ('false-swipe', 'machine'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('pursuit', 30), ('sweet-scent', 'machine'), ('hidden-power', 'machine'), ('sunny-day', 'machine'), ('rock-smash', 'machine'), ('facade', 'machine'), ('brick-break', 'machine'), ('knock-off', 'tutor'), ('endeavor', 'tutor'), ('secret-power', 'machine'), ('air-cutter', 'tutor'), ('silver-wind', 'machine'), ('aerial-ace', 'machine'), ('roost', 'machine'), ('natural-gift', 'machine'), ('tailwind', 'tutor'), ('u-turn', 'machine'), ('payback', 'machine'), ('assurance', 34), ('toxic-spikes', 25), ('poison-jab', 'machine'), ('x-scissor', 'machine'), ('giga-impact', 'machine'), ('defog', 'tutor'), ('captivate', 'machine'), ('bug-bite', 'tutor'), ('ominous-wind', 'tutor'), ('venoshock', 'machine'), ('round', 'machine'), ('acrobatics', 'machine'), ('struggle-bug', 'machine'), ('electroweb', 'tutor'), ('drill-run', 'tutor')]",[],10,295,1,"[('weedle', '', 0), ('kakuna', 'level-up(7)', 1), ('beedrill', 'level-up(10)', 2)]"
15,pidgey,16,45,35,40,35,56,40,normal,flying,"[('razor-wind', 'machine'), ('gust', 1), ('wing-attack', 28), ('whirlwind', 'machine'), ('fly', 'machine'), ('sand-attack', 5), ('headbutt', -1), ('tackle', 1), ('take-down', 'machine'), ('double-edge', 'tutor'), ('toxic', 'machine'), ('agility', 36), ('quick-attack', 12), ('rage', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('reflect', 'machine'), ('bide', 'machine'), ('mirror-move', 44), ('swift', 'tutor'), ('sky-attack', 'tutor'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('curse', 'machine'), ('protect', 'machine'), ('feint-attack', 'egg'), ('mud-slap', 'tutor'), ('foresight', 'egg'), ('detect', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('steel-wing', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('pursuit', 'egg'), ('hidden-power', 'machine'), ('twister', 'tutor'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('uproar', 'tutor'), ('heat-wave', 'tutor'), ('facade', 'machine'), ('secret-power', 'machine'), ('feather-dance', 31), ('air-cutter', 'egg'), ('aerial-ace', 'machine'), ('roost', 'machine'), ('natural-gift', 'machine'), ('pluck', 'machine'), ('tailwind', 'tutor'), ('u-turn', 'machine'), ('air-slash', 'egg'), ('brave-bird', 'egg'), ('defog', 'tutor'), ('captivate', 'machine'), ('ominous-wind', 'tutor'), ('round', 'machine'), ('work-up', 'machine'), ('hurricane', 53)]",[],3,18,1,"[('pidgey', '', 0), ('pidgeotto', 'level-up(18)', 1), ('pidgeot', 'level-up(36)', 2)]"
16,pidgeotto,17,60,50,55,50,71,63,normal,flying,"[('razor-wind', 'machine'), ('gust', 1), ('wing-attack', 31), ('whirlwind', 'machine'), ('fly', 'machine'), ('sand-attack', 1), ('headbutt', -1), ('tackle', 1), ('take-down', 'machine'), ('double-edge', 'tutor'), ('toxic', 'machine'), ('agility', 40), ('quick-attack', 12), ('rage', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('reflect', 'machine'), ('bide', 'machine'), ('mirror-move', 49), ('swift', 'tutor'), ('sky-attack', 'tutor'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('curse', 'machine'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('detect', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('steel-wing', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('hidden-power', 'machine'), ('twister', 'tutor'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('uproar', 'tutor'), ('heat-wave', 'tutor'), ('facade', 'machine'), ('secret-power', 'machine'), ('feather-dance', 34), ('air-cutter', 'tutor'), ('aerial-ace', 'machine'), ('roost', 'machine'), ('natural-gift', 'machine'), ('pluck', 'machine'), ('tailwind', 'tutor'), ('u-turn', 'machine'), ('air-slash', 57), ('defog', 'tutor'), ('captivate', 'machine'), ('ominous-wind', 'tutor'), ('round', 'machine'), ('work-up', 'machine'), ('hurricane', 62)]",[],11,300,1,"[('pidgey', '', 0), ('pidgeotto', 'level-up(18)', 1), ('pidgeot', 'level-up(36)', 2)]"
17,pidgeot,18,80,70,75,70,101,83,normal,flying,"[('razor-wind', 'machine'), ('gust', 1), ('wing-attack', 31), ('whirlwind', 'machine'), ('fly', 'machine'), ('sand-attack', 1), ('headbutt', -1), ('tackle', 1), ('take-down', 'machine'), ('double-edge', 'tutor'), ('hyper-beam', 'machine'), ('toxic', 'machine'), ('agility', 44), ('quick-attack', 1), ('rage', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('reflect', 'machine'), ('bide', 'machine'), ('mirror-move', 54), ('swift', 'tutor'), ('sky-attack', 'tutor'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('curse', 'machine'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('detect', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('steel-wing', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('hidden-power', 'machine'), ('twister', 'tutor'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('uproar', 'tutor'), ('heat-wave', 'tutor'), ('facade', 'machine'), ('secret-power', 'machine'), ('feather-dance', 34), ('air-cutter', 'tutor'), ('aerial-ace', 'machine'), ('roost', 'machine'), ('natural-gift', 'machine'), ('pluck', 'machine'), ('tailwind', 'tutor'), ('u-turn', 'machine'), ('air-slash', 62), ('giga-impact', 'machine'), ('defog', 'tutor'), ('captivate', 'machine'), ('ominous-wind', 'tutor'), ('round', 'machine'), ('work-up', 'machine'), ('hurricane', 68)]",[],15,395,1,"[('pidgey', '', 0), ('pidgeotto', 'level-up(18)', 1), ('pidgeot', 'level-up(36)', 2)]"
18,rattata,19,56,25,35,35,72,30,normal,normal,"[('cut', 'machine'), ('headbutt', 'tutor'), ('tackle', 1), ('body-slam', 'tutor'), ('take-down', 'machine'), ('double-edge', 'tutor'), ('tail-whip', 1), ('bite', 'egg'), ('water-gun', 'machine'), ('ice-beam', 'machine'), ('blizzard', 'machine'), ('bubble-beam', 'machine'), ('counter', 'egg'), ('thunderbolt', 'machine'), ('thunder-wave', 'machine'), ('thunder', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('quick-attack', 7), ('rage', 'machine'), ('mimic', 'tutor'), ('screech', 'egg'), ('double-team', 'machine'), ('defense-curl', 'tutor'), ('focus-energy', 23), ('bide', 'machine'), ('swift', 'tutor'), ('skull-bash', 'machine'), ('fury-swipes', 'egg'), ('rest', 'machine'), ('hyper-fang', 14), ('super-fang', 'tutor'), ('substitute', 'machine'), ('thief', 'machine'), ('flame-wheel', 'egg'), ('snore', 'tutor'), ('curse', 'machine'), ('reversal', 'egg'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('icy-wind', 'tutor'), ('endure', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('pursuit', 27), ('iron-tail', 'tutor'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('crunch', 22), ('shadow-ball', 'machine'), ('rock-smash', 'machine'), ('uproar', 'tutor'), ('facade', 'machine'), ('taunt', 'machine'), ('revenge', 'egg'), ('endeavor', 'tutor'), ('secret-power', 'machine'), ('covet', 'tutor'), ('shock-wave', 'tutor'), ('natural-gift', 'machine'), ('pluck', 'machine'), ('u-turn', 'machine'), ('assurance', 25), ('me-first', 'egg'), ('last-resort', 'tutor'), ('sucker-punch', 'tutor'), ('zen-headbutt', 'tutor'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('charge-beam', 'machine'), ('round', 'machine'), ('retaliate', 'machine'), ('final-gambit', 'egg'), ('work-up', 'machine'), ('wild-charge', 'machine')]",[],3,35,1,"[('rattata', '', 0), ('raticate', 'level-up(20),level-up(20)/condition', 1)]"
19,raticate,20,81,50,60,70,97,55,normal,normal,"[('swords-dance', 'machine'), ('cut', 'machine'), ('headbutt', 'tutor'), ('tackle', 1), ('body-slam', 'tutor'), ('take-down', 'machine'), ('double-edge', 'tutor'), ('tail-whip', 1), ('bite', 10), ('roar', 'machine'), ('water-gun', 'machine'), ('ice-beam', 'machine'), ('blizzard', 'machine'), ('bubble-beam', 'machine'), ('hyper-beam', 'machine'), ('counter', 'tutor'), ('strength', 'machine'), ('thunderbolt', 'machine'), ('thunder-wave', 'machine'), ('thunder', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('quick-attack', 1), ('rage', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('defense-curl', 'tutor'), ('focus-energy', 27), ('bide', 'machine'), ('swift', 'tutor'), ('skull-bash', 'machine'), ('fury-swipes', -1), ('rest', 'machine'), ('hyper-fang', 14), ('super-fang', 'tutor'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('curse', 'machine'), ('protect', 'machine'), ('scary-face', 'level-up'), ('mud-slap', 'tutor'), ('icy-wind', 'tutor'), ('endure', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('pursuit', 30), ('iron-tail', 'tutor'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('crunch', 24), ('shadow-ball', 'machine'), ('rock-smash', 'machine'), ('uproar', 'tutor'), ('facade', 'machine'), ('taunt', 'machine'), ('endeavor', 'tutor'), ('secret-power', 'machine'), ('covet', 'tutor'), ('shock-wave', 'tutor'), ('natural-gift', 'machine'), ('pluck', 'machine'), ('u-turn', 'machine'), ('assurance', 29), ('last-resort', 'tutor'), ('sucker-punch', 'tutor'), ('giga-impact', 'machine'), ('zen-headbutt', 'tutor'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('charge-beam', 'machine'), ('round', 'machine'), ('retaliate', 'machine'), ('work-up', 'machine'), ('wild-charge', 'machine')]",[],7,185,1,"[('rattata', '', 0), ('raticate', 'level-up(20),level-up(20)/condition', 1)]"
20,spearow,21,60,31,30,31,70,40,normal,flying,"[('razor-wind', 'egg'), ('whirlwind', 'egg'), ('fly', 'machine'), ('headbutt', -1), ('fury-attack', 15), ('take-down', 'machine'), ('double-edge', 'tutor'), ('leer', 9), ('growl', 1), ('peck', 1), ('drill-peck', 29), ('toxic', 'machine'), ('agility', 36), ('quick-attack', 'egg'), ('rage', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('focus-energy', 29), ('bide', 'machine'), ('mirror-move', 22), ('swift', 'tutor'), ('sky-attack', 'tutor'), ('rest', 'machine'), ('tri-attack', 'egg'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('curse', 'machine'), ('protect', 'machine'), ('scary-face', 'egg'), ('feint-attack', 'egg'), ('mud-slap', 'tutor'), ('detect', 'machine'), ('endure', 'machine'), ('false-swipe', 'machine'), ('swagger', 'machine'), ('steel-wing', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('pursuit', 25), ('hidden-power', 'machine'), ('twister', 'tutor'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('uproar', 'tutor'), ('heat-wave', 'tutor'), ('facade', 'machine'), ('secret-power', 'machine'), ('feather-dance', 'egg'), ('astonish', 'egg'), ('air-cutter', 'tutor'), ('aerial-ace', 'machine'), ('roost', 'machine'), ('natural-gift', 'machine'), ('pluck', 'machine'), ('tailwind', 'tutor'), ('u-turn', 'machine'), ('assurance', 29), ('defog', 'tutor'), ('captivate', 'machine'), ('ominous-wind', 'tutor'), ('round', 'machine'), ('echoed-voice', 'machine'), ('work-up', 'machine'), ('drill-run', 'tutor')]",[],3,20,1,"[('spearow', '', 0), ('fearow', 'level-up(20)', 1)]"
21,fearow,22,90,61,65,61,100,65,normal,flying,"[('razor-wind', 'machine'), ('whirlwind', 'machine'), ('fly', 'machine'), ('headbutt', -1), ('fury-attack', 15), ('take-down', 'machine'), ('double-edge', 'tutor'), ('leer', 1), ('growl', 1), ('hyper-beam', 'machine'), ('peck', 1), ('drill-peck', 34), ('toxic', 'machine'), ('agility', 43), ('quick-attack', -1), ('rage', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('focus-energy', 32), ('bide', 'machine'), ('mirror-move', 25), ('swift', 'tutor'), ('sky-attack', 'tutor'), ('rest', 'machine'), ('tri-attack', -1), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('curse', 'machine'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('detect', 'machine'), ('endure', 'machine'), ('false-swipe', 'machine'), ('swagger', 'machine'), ('steel-wing', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('pursuit', 26), ('hidden-power', 'machine'), ('twister', 'tutor'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('uproar', 'tutor'), ('heat-wave', 'tutor'), ('facade', 'machine'), ('secret-power', 'machine'), ('air-cutter', 'tutor'), ('aerial-ace', 'machine'), ('roost', 'machine'), ('natural-gift', 'machine'), ('pluck', 'machine'), ('tailwind', 'tutor'), ('u-turn', 'machine'), ('assurance', 35), ('giga-impact', 'machine'), ('defog', 'tutor'), ('captivate', 'machine'), ('ominous-wind', 'tutor'), ('round', 'machine'), ('echoed-voice', 'machine'), ('work-up', 'machine'), ('drill-run', 'tutor')]",[],12,380,1,"[('spearow', '', 0), ('fearow', 'level-up(20)', 1)]"
22,ekans,23,60,40,44,54,55,35,poison,poison,"[('bind', 'tutor'), ('slam', 'egg'), ('headbutt', 'tutor'), ('body-slam', 'tutor'), ('wrap', 1), ('take-down', 'machine'), ('double-edge', 'tutor'), ('poison-sting', 10), ('leer', 1), ('bite', 17), ('disable', 'egg'), ('acid', 38), ('strength', 'machine'), ('mega-drain', 'machine'), ('earthquake', 'machine'), ('fissure', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('rage', 'machine'), ('mimic', 'tutor'), ('screech', 31), ('double-team', 'machine'), ('haze', 43), ('bide', 'machine'), ('skull-bash', 'machine'), ('glare', 24), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('curse', 'machine'), ('spite', 'tutor'), ('protect', 'machine'), ('scary-face', 'egg'), ('sludge-bomb', 'machine'), ('giga-drain', 'tutor'), ('endure', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('pursuit', 'egg'), ('iron-tail', 'tutor'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('crunch', 'egg'), ('beat-up', 'egg'), ('stockpile', 37), ('spit-up', 37), ('swallow', 37), ('torment', 'machine'), ('facade', 'machine'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('poison-fang', 'egg'), ('rock-tomb', 'machine'), ('poison-tail', 'egg'), ('natural-gift', 'machine'), ('payback', 'machine'), ('gastro-acid', 'tutor'), ('sucker-punch', 'egg'), ('poison-jab', 'machine'), ('dark-pulse', 'machine'), ('aqua-tail', 'tutor'), ('seed-bomb', 'tutor'), ('switcheroo', 'egg'), ('mud-bomb', 28), ('gunk-shot', 'tutor'), ('captivate', 'machine'), ('venoshock', 'machine'), ('sludge-wave', 'machine'), ('coil', 44), ('acid-spray', 28), ('round', 'machine'), ('bulldoze', 'machine')]",[],20,69,1,"[('ekans', '', 0), ('arbok', 'level-up(22)', 1)]"
23,arbok,24,95,65,69,79,80,60,poison,poison,"[('bind', 'tutor'), ('slam', -1), ('headbutt', 'tutor'), ('body-slam', 'tutor'), ('wrap', 1), ('take-down', 'machine'), ('double-edge', 'tutor'), ('poison-sting', 1), ('leer', 1), ('bite', 17), ('acid', 47), ('hyper-beam', 'machine'), ('strength', 'machine'), ('mega-drain', 'machine'), ('earthquake', 'machine'), ('fissure', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('rage', 'machine'), ('mimic', 'tutor'), ('screech', 36), ('double-team', 'machine'), ('haze', 51), ('bide', 'machine'), ('skull-bash', 'machine'), ('glare', 27), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('curse', 'machine'), ('spite', 'tutor'), ('protect', 'machine'), ('sludge-bomb', 'machine'), ('giga-drain', 'tutor'), ('endure', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('iron-tail', 'tutor'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('crunch', 'level-up'), ('stockpile', 46), ('spit-up', 46), ('swallow', 46), ('torment', 'machine'), ('facade', 'machine'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('rock-tomb', 'machine'), ('natural-gift', 'machine'), ('payback', 'machine'), ('gastro-acid', 'tutor'), ('sucker-punch', -1), ('poison-jab', 'machine'), ('dark-pulse', 'machine'), ('aqua-tail', 'tutor'), ('seed-bomb', 'tutor'), ('giga-impact', 'machine'), ('thunder-fang', 1), ('ice-fang', 1), ('fire-fang', 1), ('mud-bomb', 34), ('gunk-shot', 'tutor'), ('captivate', 'machine'), ('venoshock', 'machine'), ('sludge-wave', 'machine'), ('coil', 56), ('acid-spray', 32), ('round', 'machine'), ('bulldoze', 'machine'), ('dragon-tail', 'machine')]",[],35,650,1,"[('ekans', '', 0), ('arbok', 'level-up(22)', 1)]"
24,pikachu,25,55,50,40,50,90,35,electric,electric,"[('mega-punch', 'machine'), ('pay-day', 'machine'), ('thunder-punch', 'machine'), ('slam', 20), ('double-kick', -1), ('mega-kick', 'machine'), ('headbutt', 'tutor'), ('body-slam', 'machine'), ('take-down', 'machine'), ('double-edge', 'tutor'), ('tail-whip', 6), ('growl', 1), ('surf', 'machine'), ('submission', 'machine'), ('counter', 'tutor'), ('seismic-toss', 'tutor'), ('strength', 'machine'), ('thunder-shock', 1), ('thunderbolt', 'machine'), ('thunder-wave', 'machine'), ('thunder', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('agility', 'machine'), ('quick-attack', 16), ('rage', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('defense-curl', 'tutor'), ('light-screen', 'machine'), ('reflect', 'machine'), ('bide', 'machine'), ('swift', 'machine'), ('skull-bash', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'machine'), ('curse', 'machine'), ('reversal', 'machine'), ('protect', 'machine'), ('sweet-kiss', 1), ('mud-slap', 'tutor'), ('zap-cannon', 'machine'), ('detect', 'machine'), ('endure', 'machine'), ('charm', 'machine'), ('rollout', 'tutor'), ('swagger', 'machine'), ('spark', 26), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('dynamic-punch', 'tutor'), ('encore', 'machine'), ('iron-tail', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('rock-smash', 'machine'), ('uproar', 'machine'), ('facade', 'machine'), ('focus-punch', 'tutor'), ('helping-hand', 'machine'), ('brick-break', 'machine'), ('knock-off', 'tutor'), ('secret-power', 'machine'), ('signal-beam', 'tutor'), ('covet', 'tutor'), ('volt-tackle', 'tutor'), ('calm-mind', -1), ('shock-wave', 'tutor'), ('natural-gift', 'machine'), ('feint', 29), ('fling', 'machine'), ('magnet-rise', 'tutor'), ('nasty-plot', 'machine'), ('discharge', 37), ('captivate', 'machine'), ('grass-knot', 'machine'), ('charge-beam', 'machine'), ('electro-ball', 'machine'), ('round', 'machine'), ('echoed-voice', 'machine'), ('volt-switch', 'machine'), ('electroweb', 'machine'), ('wild-charge', 'machine')]",[],4,60,1,"[('pichu', '', 0), ('pikachu', 'level-up/condition', 1), ('raichu', 'use-item/condition', 2)]"
25,raichu,26,90,90,55,80,110,60,electric,electric,"[('mega-punch', 'machine'), ('pay-day', 'machine'), ('thunder-punch', 'machine'), ('slam', 1), ('mega-kick', 'machine'), ('headbutt', 'tutor'), ('body-slam', 'machine'), ('take-down', 'machine'), ('double-edge', 'tutor'), ('tail-whip', 1), ('growl', 1), ('surf', 'machine'), ('hyper-beam', 'machine'), ('submission', 'machine'), ('counter', 'tutor'), ('seismic-toss', 'tutor'), ('strength', 'machine'), ('thunder-shock', 1), ('thunderbolt', 'machine'), ('thunder-wave', 'machine'), ('thunder', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('agility', 'machine'), ('quick-attack', 1), ('rage', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('defense-curl', 'tutor'), ('light-screen', 'machine'), ('reflect', 'machine'), ('bide', 'machine'), ('swift', 'machine'), ('skull-bash', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'machine'), ('curse', 'machine'), ('reversal', 'machine'), ('protect', 'machine'), ('sweet-kiss', 1), ('mud-slap', 'tutor'), ('zap-cannon', 'machine'), ('detect', 'machine'), ('endure', 'machine'), ('charm', 'machine'), ('rollout', 'tutor'), ('swagger', 'machine'), ('spark', 1), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('safeguard', 'machine'), ('dynamic-punch', 'tutor'), ('encore', 'machine'), ('iron-tail', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('rock-smash', 'machine'), ('fake-out', -1), ('uproar', 'machine'), ('facade', 'machine'), ('focus-punch', 'tutor'), ('helping-hand', 'machine'), ('brick-break', 'machine'), ('knock-off', 'tutor'), ('secret-power', 'machine'), ('signal-beam', 'tutor'), ('covet', 'tutor'), ('calm-mind', -1), ('shock-wave', 'tutor'), ('natural-gift', 'machine'), ('feint', 1), ('fling', 'machine'), ('magnet-rise', 'tutor'), ('focus-blast', 'machine'), ('giga-impact', 'machine'), ('nasty-plot', 'machine'), ('discharge', 1), ('captivate', 'machine'), ('grass-knot', 'machine'), ('charge-beam', 'machine'), ('electro-ball', 'machine'), ('round', 'machine'), ('echoed-voice', 'machine'), ('volt-switch', 'machine'), ('electroweb', 'machine'), ('wild-charge', 'machine')]",[],8,300,1,"[('pichu', '', 0), ('pikachu', 'level-up/condition', 1), ('raichu', 'use-item/condition', 2)]"
